Table Key,Table Name,L831ED (NC1),L831EE (NC1),L831EF (NC1),L831EG (NC1),LF6JE0 (NC1),LFG1EK (NC1),LFG1ER (NC1),LFG2EE (NC1),LFG2EF (NC1),LFG2EG (NC1),LFG2EJ (NC1),LFG2EL (NC1),LFG2EM (NC1),LFG2EP (NC1),LFG3EE (NC1),LFG3EF (NC1),LFG3EG (NC1),LFG3EK (NC1),LFG3EN (NC1),LFG7ED (NC1),LFG7EG (NC1),LFG8EF (NC1),LFG8EG (NC1),LFG9EH (NC1),LFH9EC (NC1),LFH9ED (NC1),LFH9EE (NC1),LFH9EF (NC1),LFJ1EC (NC1),LFJ1EE (NC1),LFJ1EF (NC1),LFJ5EG (NC1),LFN3ER (NC1),LFN4EK (NC1),LFN4EP (NC1),LFN5EN (NC1),LFZZE0 (NC1),LFZZEA (NC1),LSYAEA (NC1),L843EC (NC2),L862ED (NC2),LF4WEG (NC2),LF4XED (NC2),LF4XEE (NC2),LF4XEG (NC2),LF5AEG (NC2),LF5BEG (NC2),LF5CEG (NC2),LF5DEG (NC2),LF8HED (NC2),LF9HED (NC2),LF9HEE (NC2),LF9JED (NC2),LF9KEC (NC2),LF9KEE (NC2),LF9RED (NC2),LF9SED (NC2),LF9TEE (NC2),LF9VEB (NC2),LF9WEB (NC2),LF9XEB (NC2),LFAAEB (NC2),LFABEB (NC2),LFACEB (NC2),LFAKEB (NC2),LFDJEA (NC2),LFDKEB (NC2),LFDLEC (NC2),LFDMEA (NC2),LFDNEB (NC2),LFDPEC (NC2),LFFCED (NC2),LFFDED (NC2),LFFEEE (NC2),LFGJED (NC2),LFGKEC (NC2),LFGKED (NC2),LFGLEF (NC2),LFGMEC (NC2),LFGMEE (NC2),LFGNEC (NC2),LFGNEE (NC2),LFGPEF (NC2),LFLEEC (NC2),LFLGEC (NC2),LFLMEA (NC2),LFLMEC (NC2),LFLMED (NC2),LFLNEC (NC2),LFLPE0 (NC2),LFLPEA (NC2),LFLPEB (NC2),LFLPEC (NC2),LFLPED (NC2),LFLREA (NC2),LFLVEB (NC2),LFLWEB (NC2),LFLXE0 (NC2),LFLXEC (NC2),LFMAE0 (NC2),LFMAEB (NC2),LFMAEC (NC2),LFMSEA (NC2)
Injector Scaling - Multiplier | Cylinder 3,Injector Scaling - Multiplier | Cylinder 3,0xCAA64,0xCAAE8,0xCAB00,0xCAB00,0xCAB00,0xCAB08,0xCAB08,0xCAA64,0xCAAE8,0xCAB00,0xCAB08,0xCAB08,0xCAB08,0xCAB08,0xCAA64,0xCAAE8,0xCAB00,0xCAB08,0xCAB08,0xCAA64,0xCAB00,0xCAB00,0xCAB00,0xCAB00,0xCAA64,0xCAAE8,0xCAB00,0xCAB00,0xCAA64,0xCAB00,0xCAB00,0xCAB00,0xCAB08,0xCAB08,0xCAB08,0xCAB08,0xCAB08,0xCAB08,0xCAB08,0xCBA94,0xCC1D8,0xCAB08,0xCAB08,0xCAB08,0xCAB08,0xCAB08,0xCAB08,0xCAB08,0xCAB08,0xCAB08,0xCBA94,0xCC1B4,0xCBA94,0xCBA94,0xCC1B4,0xCC518,0xCC518,0xCC518,0xCBDB0,0xCBDB0,0xCBDB0,0xCBDB0,0xCBDB0,0xCBDB0,0xCBA94,0xCBAB8,0xCBAB8,0xCBAB8,0xCBAB8,0xCBAB8,0xCBAB8,0xCC1D8,0xCC1D8,0xCC1D8,0xD4498,0xCC498,0xD4498,0xD4498,0xCC498,0xD4498,0xCC498,0xD4498,0xD4498,0xD6760,0xCE730,0xD66E4,0xD66E4,0xD66E4,0xD66E4,0xD66E4,0xD66E4,0xD66E4,0xD66E4,0xD66E4,0xD66E4,0xCEA94,0xCEA94,0xD66E4,0xD66E4,0xD66E4,0xD66E4,0xD66E4,0xCE730
Injector Scaling - Multiplier | Cylinder 4,Injector Scaling - Multiplier | Cylinder 4,0xCAA68,0xCAAEC,0xCAB04,0xCAB04,0xCAB04,0xCAB0C,0xCAB0C,0xCAA68,0xCAAEC,0xCAB04,0xCAB0C,0xCAB0C,0xCAB0C,0xCAB0C,0xCAA68,0xCAAEC,0xCAB04,0xCAB0C,0xCAB0C,0xCAA68,0xCAB04,0xCAB04,0xCAB04,0xCAB04,0xCAA68,0xCAAEC,0xCAB04,0xCAB04,0xCAA68,0xCAB04,0xCAB04,0xCAB04,0xCAB0C,0xCAB0C,0xCAB0C,0xCAB0C,0xCAB0C,0xCAB0C,0xCAB0C,0xCBA98,0xCC1DC,0xCAB0C,0xCAB0C,0xCAB0C,0xCAB0C,0xCAB0C,0xCAB0C,0xCAB0C,0xCAB0C,0xCAB0C,0xCBA98,0xCC1B8,0xCBA98,0xCBA98,0xCC1B8,0xCC51C,0xCC51C,0xCC51C,0xCBDB4,0xCBDB4,0xCBDB4,0xCBDB4,0xCBDB4,0xCBDB4,0xCBA98,0xCBABC,0xCBABC,0xCBABC,0xCBABC,0xCBABC,0xCBABC,0xCC1DC,0xCC1DC,0xCC1DC,0xD449C,0xCC49C,0xD449C,0xD449C,0xCC49C,0xD449C,0xCC49C,0xD449C,0xD449C,0xD6764,0xCE734,0xD66E8,0xD66E8,0xD66E8,0xD66E8,0xD66E8,0xD66E8,0xD66E8,0xD66E8,0xD66E8,0xD66E8,0xCEA98,0xCEA98,0xD66E8,0xD66E8,0xD66E8,0xD66E8,0xD66E8,0xCE734
Intake Pool ECT Compensation Mult | MT or AT with Timer Expired,Intake Pool ECT Compensation Mult | MT or AT with Timer Expired,0xCABEC,0xCAC70,0xCAC88,0xCAC88,0xCAC88,0xCAC58,0xCAC58,0xCABEC,0xCAC70,0xCAC88,0xCAC58,0xCAC58,0xCAC58,0xCAC58,0xCABEC,0xCAC70,0xCAC88,0xCAC58,0xCAC58,0xCABEC,0xCAC88,0xCAC88,0xCAC88,0xCAC88,0xCABEC,0xCAC70,0xCAC88,0xCAC88,0xCABEC,0xCAC88,0xCAC88,0xCAC88,0xCAC58,0xCAC58,0xCAC58,0xCAC58,0xCAC58,0xCAC58,0xCAC58,0xCBC1C,0xCC394,0xCAC58,0xCAC58,0xCAC58,0xCAC58,0xCAC58,0xCAC58,0xCAC58,0xCAC58,0xCAC58,0xCBC1C,0xCC33C,0xCBC1C,0xCBC1C,0xCC33C,0xCC668,0xCC668,0xCC668,0xCBF00,0xCBF00,0xCBF00,0xCBF00,0xCBF00,0xCBF00,0xCBC1C,0xCBC08,0xCBC08,0xCBC08,0xCBC08,0xCBC08,0xCBC08,0xCC394,0xCC394,0xCC394,0xD45E8,0xCC5E8,0xD45E8,0xD45E8,0xCC5E8,0xD45E8,0xCC5E8,0xD45E8,0xD45E8,0xD691C,0xCE8B8,0xD68A0,0xD68A0,0xD68A0,0xD68A0,0xD68A0,0xD68A0,0xD68A0,0xD68A0,0xD68A0,0xD68A0,0xCEBE4,0xCEBE4,0xD68A0,0xD68A0,0xD68A0,0xD68A0,0xD68A0,0xCE8B8
Intake Pool ECT Compensation Mult | MT or AT with Timer Expired | ECT_6D44,Intake Pool ECT Compensation Mult | MT or AT with Timer Expired | ECT_6D44,0xCABCC,0xCAC50,0xCAC68,0xCAC68,0xCAC68,0xCAC38,0xCAC38,0xCABCC,0xCAC50,0xCAC68,0xCAC38,0xCAC38,0xCAC38,0xCAC38,0xCABCC,0xCAC50,0xCAC68,0xCAC38,0xCAC38,0xCABCC,0xCAC68,0xCAC68,0xCAC68,0xCAC68,0xCABCC,0xCAC50,0xCAC68,0xCAC68,0xCABCC,0xCAC68,0xCAC68,0xCAC68,0xCAC38,0xCAC38,0xCAC38,0xCAC38,0xCAC38,0xCAC38,0xCAC38,0xCBBFC,0xCC374,0xCAC38,0xCAC38,0xCAC38,0xCAC38,0xCAC38,0xCAC38,0xCAC38,0xCAC38,0xCAC38,0xCBBFC,0xCC31C,0xCBBFC,0xCBBFC,0xCC31C,0xCC648,0xCC648,0xCC648,0xCBEE0,0xCBEE0,0xCBEE0,0xCBEE0,0xCBEE0,0xCBEE0,0xCBBFC,0xCBBE8,0xCBBE8,0xCBBE8,0xCBBE8,0xCBBE8,0xCBBE8,0xCC374,0xCC374,0xCC374,0xD45C8,0xCC5C8,0xD45C8,0xD45C8,0xCC5C8,0xD45C8,0xCC5C8,0xD45C8,0xD45C8,0xD68FC,0xCE898,0xD6880,0xD6880,0xD6880,0xD6880,0xD6880,0xD6880,0xD6880,0xD6880,0xD6880,0xD6880,0xCEBC4,0xCEBC4,0xD6880,0xD6880,0xD6880,0xD6880,0xD6880,0xCE898
Intake Pool  | AT with Timer Active,Intake Pool  | AT with Timer Active,0xCAD28,0xCADAC,0xCADC4,0xCADC4,0xCADC4,0xCAD94,0xCAD94,0xCAD28,0xCADAC,0xCADC4,0xCAD94,0xCAD94,0xCAD94,0xCAD94,0xCAD28,0xCADAC,0xCADC4,0xCAD94,0xCAD94,0xCAD28,0xCADC4,0xCADC4,0xCADC4,0xCADC4,0xCAD28,0xCADAC,0xCADC4,0xCADC4,0xCAD28,0xCADC4,0xCADC4,0xCADC4,0xCAD94,0xCAD94,0xCAD94,0xCAD94,0xCAD94,0xCAD94,0xCAD94,0xCBD58,0xCC508,0xCAD94,0xCAD94,0xCAD94,0xCAD94,0xCAD94,0xCAD94,0xCAD94,0xCAD94,0xCAD94,0xCBD58,0xCC478,0xCBD58,0xCBD58,0xCC478,0xCC7A4,0xCC7A4,0xCC7A4,0xCC03C,0xCC03C,0xCC03C,0xCC03C,0xCC03C,0xCC03C,0xCBD58,0xCBD44,0xCBD44,0xCBD44,0xCBD44,0xCBD44,0xCBD44,0xCC508,0xCC508,0xCC508,0xD4724,0xCC724,0xD4724,0xD4724,0xCC724,0xD4724,0xCC724,0xD4724,0xD4724,0xD6A90,0xCE9F4,0xD6A14,0xD6A14,0xD6A14,0xD6A14,0xD6A14,0xD6A14,0xD6A14,0xD6A14,0xD6A14,0xD6A14,0xCED20,0xCED20,0xD6A14,0xD6A14,0xD6A14,0xD6A14,0xD6A14,0xCE9F4
Intake Pool  | AT with Timer Active | VSS_6D80,Intake Pool  | AT with Timer Active | VSS_6D80,0xCAD1C,0xCADA0,0xCADB8,0xCADB8,0xCADB8,0xCAD88,0xCAD88,0xCAD1C,0xCADA0,0xCADB8,0xCAD88,0xCAD88,0xCAD88,0xCAD88,0xCAD1C,0xCADA0,0xCADB8,0xCAD88,0xCAD88,0xCAD1C,0xCADB8,0xCADB8,0xCADB8,0xCADB8,0xCAD1C,0xCADA0,0xCADB8,0xCADB8,0xCAD1C,0xCADB8,0xCADB8,0xCADB8,0xCAD88,0xCAD88,0xCAD88,0xCAD88,0xCAD88,0xCAD88,0xCAD88,0xCBD4C,0xCC4FC,0xCAD88,0xCAD88,0xCAD88,0xCAD88,0xCAD88,0xCAD88,0xCAD88,0xCAD88,0xCAD88,0xCBD4C,0xCC46C,0xCBD4C,0xCBD4C,0xCC46C,0xCC798,0xCC798,0xCC798,0xCC030,0xCC030,0xCC030,0xCC030,0xCC030,0xCC030,0xCBD4C,0xCBD38,0xCBD38,0xCBD38,0xCBD38,0xCBD38,0xCBD38,0xCC4FC,0xCC4FC,0xCC4FC,0xD4718,0xCC718,0xD4718,0xD4718,0xCC718,0xD4718,0xCC718,0xD4718,0xD4718,0xD6A84,0xCE9E8,0xD6A08,0xD6A08,0xD6A08,0xD6A08,0xD6A08,0xD6A08,0xD6A08,0xD6A08,0xD6A08,0xD6A08,0xCED14,0xCED14,0xD6A08,0xD6A08,0xD6A08,0xD6A08,0xD6A08,0xCE9E8
Intake Pool  | AT with Timer Active | ECT_6D44,Intake Pool  | AT with Timer Active | ECT_6D44,0xCACFC,0xCAD80,0xCAD98,0xCAD98,0xCAD98,0xCAD68,0xCAD68,0xCACFC,0xCAD80,0xCAD98,0xCAD68,0xCAD68,0xCAD68,0xCAD68,0xCACFC,0xCAD80,0xCAD98,0xCAD68,0xCAD68,0xCACFC,0xCAD98,0xCAD98,0xCAD98,0xCAD98,0xCACFC,0xCAD80,0xCAD98,0xCAD98,0xCACFC,0xCAD98,0xCAD98,0xCAD98,0xCAD68,0xCAD68,0xCAD68,0xCAD68,0xCAD68,0xCAD68,0xCAD68,0xCBD2C,0xCC4DC,0xCAD68,0xCAD68,0xCAD68,0xCAD68,0xCAD68,0xCAD68,0xCAD68,0xCAD68,0xCAD68,0xCBD2C,0xCC44C,0xCBD2C,0xCBD2C,0xCC44C,0xCC778,0xCC778,0xCC778,0xCC010,0xCC010,0xCC010,0xCC010,0xCC010,0xCC010,0xCBD2C,0xCBD18,0xCBD18,0xCBD18,0xCBD18,0xCBD18,0xCBD18,0xCC4DC,0xCC4DC,0xCC4DC,0xD46F8,0xCC6F8,0xD46F8,0xD46F8,0xCC6F8,0xD46F8,0xCC6F8,0xD46F8,0xD46F8,0xD6A64,0xCE9C8,0xD69E8,0xD69E8,0xD69E8,0xD69E8,0xD69E8,0xD69E8,0xD69E8,0xD69E8,0xD69E8,0xD69E8,0xCECF4,0xCECF4,0xD69E8,0xD69E8,0xD69E8,0xD69E8,0xD69E8,0xCE9C8
"Injected Fuel (%) To Intake Pool | IMRC, RPM @ 900","Injected Fuel (%) To Intake Pool | IMRC, RPM @ 900",0xCB968,0xCB9EC,0xCBA04,0xCBA04,0xCBA04,0xCB9D4,0xCB9D4,0xCB968,0xCB9EC,0xCBA04,0xCB9D4,0xCB9D4,0xCB9D4,0xCB9D4,0xCB968,0xCB9EC,0xCBA04,0xCB9D4,0xCB9D4,0xCB968,0xCBA04,0xCBA04,0xCBA04,0xCBA04,0xCB968,0xCB9EC,0xCBA04,0xCBA04,0xCB968,0xCBA04,0xCBA04,0xCBA04,0xCB9D4,0xCB9D4,0xCB9D4,0xCB9D4,0xCB9D4,0xCB9D4,0xCB9D4,0xCC998,0xCD148,0xCB9D4,0xCB9D4,0xCB9D4,0xCB9D4,0xCB9D4,0xCB9D4,0xCB9D4,0xCB9D4,0xCB9D4,0xCC998,0xCD0B8,0xCC998,0xCC998,0xCD0B8,0xCD3E4,0xCD3E4,0xCD3E4,0xCCC7C,0xCCC7C,0xCCC7C,0xCCC7C,0xCCC7C,0xCCC7C,0xCC998,0xCC984,0xCC984,0xCC984,0xCC984,0xCC984,0xCC984,0xCD148,0xCD148,0xCD148,0xD5364,0xCD364,0xD5364,0xD5364,0xCD364,0xD5364,0xCD364,0xD5364,0xD5364,0xD76D0,0xCF634,0xD7654,0xD7654,0xD7654,0xD7654,0xD7654,0xD7654,0xD7654,0xD7654,0xD7654,0xD7654,0xCF960,0xCF960,0xD7654,0xD7654,0xD7654,0xD7654,0xD7654,0xCF634
"Injected Fuel (%) To Intake Pool | IMRC, RPM @ 900 | LOAD_7004","Injected Fuel (%) To Intake Pool | IMRC, RPM @ 900 | LOAD_7004",0xCB954,0xCB9D8,0xCB9F0,0xCB9F0,0xCB9F0,0xCB9C0,0xCB9C0,0xCB954,0xCB9D8,0xCB9F0,0xCB9C0,0xCB9C0,0xCB9C0,0xCB9C0,0xCB954,0xCB9D8,0xCB9F0,0xCB9C0,0xCB9C0,0xCB954,0xCB9F0,0xCB9F0,0xCB9F0,0xCB9F0,0xCB954,0xCB9D8,0xCB9F0,0xCB9F0,0xCB954,0xCB9F0,0xCB9F0,0xCB9F0,0xCB9C0,0xCB9C0,0xCB9C0,0xCB9C0,0xCB9C0,0xCB9C0,0xCB9C0,0xCC984,0xCD134,0xCB9C0,0xCB9C0,0xCB9C0,0xCB9C0,0xCB9C0,0xCB9C0,0xCB9C0,0xCB9C0,0xCB9C0,0xCC984,0xCD0A4,0xCC984,0xCC984,0xCD0A4,0xCD3D0,0xCD3D0,0xCD3D0,0xCCC68,0xCCC68,0xCCC68,0xCCC68,0xCCC68,0xCCC68,0xCC984,0xCC970,0xCC970,0xCC970,0xCC970,0xCC970,0xCC970,0xCD134,0xCD134,0xCD134,0xD5350,0xCD350,0xD5350,0xD5350,0xCD350,0xD5350,0xCD350,0xD5350,0xD5350,0xD76BC,0xCF620,0xD7640,0xD7640,0xD7640,0xD7640,0xD7640,0xD7640,0xD7640,0xD7640,0xD7640,0xD7640,0xCF94C,0xCF94C,0xD7640,0xD7640,0xD7640,0xD7640,0xD7640,0xCF620
"Injected Fuel (%) To Intake Pool | IMRC, RPM @ 900 | ECT_6D44","Injected Fuel (%) To Intake Pool | IMRC, RPM @ 900 | ECT_6D44",0xCB934,0xCB9B8,0xCB9D0,0xCB9D0,0xCB9D0,0xCB9A0,0xCB9A0,0xCB934,0xCB9B8,0xCB9D0,0xCB9A0,0xCB9A0,0xCB9A0,0xCB9A0,0xCB934,0xCB9B8,0xCB9D0,0xCB9A0,0xCB9A0,0xCB934,0xCB9D0,0xCB9D0,0xCB9D0,0xCB9D0,0xCB934,0xCB9B8,0xCB9D0,0xCB9D0,0xCB934,0xCB9D0,0xCB9D0,0xCB9D0,0xCB9A0,0xCB9A0,0xCB9A0,0xCB9A0,0xCB9A0,0xCB9A0,0xCB9A0,0xCC964,0xCD114,0xCB9A0,0xCB9A0,0xCB9A0,0xCB9A0,0xCB9A0,0xCB9A0,0xCB9A0,0xCB9A0,0xCB9A0,0xCC964,0xCD084,0xCC964,0xCC964,0xCD084,0xCD3B0,0xCD3B0,0xCD3B0,0xCCC48,0xCCC48,0xCCC48,0xCCC48,0xCCC48,0xCCC48,0xCC964,0xCC950,0xCC950,0xCC950,0xCC950,0xCC950,0xCC950,0xCD114,0xCD114,0xCD114,0xD5330,0xCD330,0xD5330,0xD5330,0xCD330,0xD5330,0xCD330,0xD5330,0xD5330,0xD769C,0xCF600,0xD7620,0xD7620,0xD7620,0xD7620,0xD7620,0xD7620,0xD7620,0xD7620,0xD7620,0xD7620,0xCF92C,0xCF92C,0xD7620,0xD7620,0xD7620,0xD7620,0xD7620,0xCF600
"Injected Fuel (%) To Intake Pool | IMRC, RPM @ 1500","Injected Fuel (%) To Intake Pool | IMRC, RPM @ 1500",0xCBA3C,0xCBAC0,0xCBAD8,0xCBAD8,0xCBAD8,0xCBAA8,0xCBAA8,0xCBA3C,0xCBAC0,0xCBAD8,0xCBAA8,0xCBAA8,0xCBAA8,0xCBAA8,0xCBA3C,0xCBAC0,0xCBAD8,0xCBAA8,0xCBAA8,0xCBA3C,0xCBAD8,0xCBAD8,0xCBAD8,0xCBAD8,0xCBA3C,0xCBAC0,0xCBAD8,0xCBAD8,0xCBA3C,0xCBAD8,0xCBAD8,0xCBAD8,0xCBAA8,0xCBAA8,0xCBAA8,0xCBAA8,0xCBAA8,0xCBAA8,0xCBAA8,0xCCA6C,0xCD21C,0xCBAA8,0xCBAA8,0xCBAA8,0xCBAA8,0xCBAA8,0xCBAA8,0xCBAA8,0xCBAA8,0xCBAA8,0xCCA6C,0xCD18C,0xCCA6C,0xCCA6C,0xCD18C,0xCD4B8,0xCD4B8,0xCD4B8,0xCCD50,0xCCD50,0xCCD50,0xCCD50,0xCCD50,0xCCD50,0xCCA6C,0xCCA58,0xCCA58,0xCCA58,0xCCA58,0xCCA58,0xCCA58,0xCD21C,0xCD21C,0xCD21C,0xD5438,0xCD438,0xD5438,0xD5438,0xCD438,0xD5438,0xCD438,0xD5438,0xD5438,0xD77A4,0xCF708,0xD7728,0xD7728,0xD7728,0xD7728,0xD7728,0xD7728,0xD7728,0xD7728,0xD7728,0xD7728,0xCFA34,0xCFA34,0xD7728,0xD7728,0xD7728,0xD7728,0xD7728,0xCF708
"Injected Fuel (%) To Intake Pool | IMRC, RPM @ 1500 | LOAD_7004","Injected Fuel (%) To Intake Pool | IMRC, RPM @ 1500 | LOAD_7004",0xCBA28,0xCBAAC,0xCBAC4,0xCBAC4,0xCBAC4,0xCBA94,0xCBA94,0xCBA28,0xCBAAC,0xCBAC4,0xCBA94,0xCBA94,0xCBA94,0xCBA94,0xCBA28,0xCBAAC,0xCBAC4,0xCBA94,0xCBA94,0xCBA28,0xCBAC4,0xCBAC4,0xCBAC4,0xCBAC4,0xCBA28,0xCBAAC,0xCBAC4,0xCBAC4,0xCBA28,0xCBAC4,0xCBAC4,0xCBAC4,0xCBA94,0xCBA94,0xCBA94,0xCBA94,0xCBA94,0xCBA94,0xCBA94,0xCCA58,0xCD208,0xCBA94,0xCBA94,0xCBA94,0xCBA94,0xCBA94,0xCBA94,0xCBA94,0xCBA94,0xCBA94,0xCCA58,0xCD178,0xCCA58,0xCCA58,0xCD178,0xCD4A4,0xCD4A4,0xCD4A4,0xCCD3C,0xCCD3C,0xCCD3C,0xCCD3C,0xCCD3C,0xCCD3C,0xCCA58,0xCCA44,0xCCA44,0xCCA44,0xCCA44,0xCCA44,0xCCA44,0xCD208,0xCD208,0xCD208,0xD5424,0xCD424,0xD5424,0xD5424,0xCD424,0xD5424,0xCD424,0xD5424,0xD5424,0xD7790,0xCF6F4,0xD7714,0xD7714,0xD7714,0xD7714,0xD7714,0xD7714,0xD7714,0xD7714,0xD7714,0xD7714,0xCFA20,0xCFA20,0xD7714,0xD7714,0xD7714,0xD7714,0xD7714,0xCF6F4
"Injected Fuel (%) To Intake Pool | IMRC, RPM @ 1500 | ECT_6D44","Injected Fuel (%) To Intake Pool | IMRC, RPM @ 1500 | ECT_6D44",0xCBA08,0xCBA8C,0xCBAA4,0xCBAA4,0xCBAA4,0xCBA74,0xCBA74,0xCBA08,0xCBA8C,0xCBAA4,0xCBA74,0xCBA74,0xCBA74,0xCBA74,0xCBA08,0xCBA8C,0xCBAA4,0xCBA74,0xCBA74,0xCBA08,0xCBAA4,0xCBAA4,0xCBAA4,0xCBAA4,0xCBA08,0xCBA8C,0xCBAA4,0xCBAA4,0xCBA08,0xCBAA4,0xCBAA4,0xCBAA4,0xCBA74,0xCBA74,0xCBA74,0xCBA74,0xCBA74,0xCBA74,0xCBA74,0xCCA38,0xCD1E8,0xCBA74,0xCBA74,0xCBA74,0xCBA74,0xCBA74,0xCBA74,0xCBA74,0xCBA74,0xCBA74,0xCCA38,0xCD158,0xCCA38,0xCCA38,0xCD158,0xCD484,0xCD484,0xCD484,0xCCD1C,0xCCD1C,0xCCD1C,0xCCD1C,0xCCD1C,0xCCD1C,0xCCA38,0xCCA24,0xCCA24,0xCCA24,0xCCA24,0xCCA24,0xCCA24,0xCD1E8,0xCD1E8,0xCD1E8,0xD5404,0xCD404,0xD5404,0xD5404,0xCD404,0xD5404,0xCD404,0xD5404,0xD5404,0xD7770,0xCF6D4,0xD76F4,0xD76F4,0xD76F4,0xD76F4,0xD76F4,0xD76F4,0xD76F4,0xD76F4,0xD76F4,0xD76F4,0xCFA00,0xCFA00,0xD76F4,0xD76F4,0xD76F4,0xD76F4,0xD76F4,0xCF6D4
"Injected Fuel (%) To Intake Pool | IMRC, RPM @ 2300","Injected Fuel (%) To Intake Pool | IMRC, RPM @ 2300",0xCBB10,0xCBB94,0xCBBAC,0xCBBAC,0xCBBAC,0xCBB7C,0xCBB7C,0xCBB10,0xCBB94,0xCBBAC,0xCBB7C,0xCBB7C,0xCBB7C,0xCBB7C,0xCBB10,0xCBB94,0xCBBAC,0xCBB7C,0xCBB7C,0xCBB10,0xCBBAC,0xCBBAC,0xCBBAC,0xCBBAC,0xCBB10,0xCBB94,0xCBBAC,0xCBBAC,0xCBB10,0xCBBAC,0xCBBAC,0xCBBAC,0xCBB7C,0xCBB7C,0xCBB7C,0xCBB7C,0xCBB7C,0xCBB7C,0xCBB7C,0xCCB40,0xCD2F0,0xCBB7C,0xCBB7C,0xCBB7C,0xCBB7C,0xCBB7C,0xCBB7C,0xCBB7C,0xCBB7C,0xCBB7C,0xCCB40,0xCD260,0xCCB40,0xCCB40,0xCD260,0xCD58C,0xCD58C,0xCD58C,0xCCE24,0xCCE24,0xCCE24,0xCCE24,0xCCE24,0xCCE24,0xCCB40,0xCCB2C,0xCCB2C,0xCCB2C,0xCCB2C,0xCCB2C,0xCCB2C,0xCD2F0,0xCD2F0,0xCD2F0,0xD550C,0xCD50C,0xD550C,0xD550C,0xCD50C,0xD550C,0xCD50C,0xD550C,0xD550C,0xD7878,0xCF7DC,0xD77FC,0xD77FC,0xD77FC,0xD77FC,0xD77FC,0xD77FC,0xD77FC,0xD77FC,0xD77FC,0xD77FC,0xCFB08,0xCFB08,0xD77FC,0xD77FC,0xD77FC,0xD77FC,0xD77FC,0xCF7DC
"Injected Fuel (%) To Intake Pool | IMRC, RPM @ 2300 | LOAD_7004","Injected Fuel (%) To Intake Pool | IMRC, RPM @ 2300 | LOAD_7004",0xCBAFC,0xCBB80,0xCBB98,0xCBB98,0xCBB98,0xCBB68,0xCBB68,0xCBAFC,0xCBB80,0xCBB98,0xCBB68,0xCBB68,0xCBB68,0xCBB68,0xCBAFC,0xCBB80,0xCBB98,0xCBB68,0xCBB68,0xCBAFC,0xCBB98,0xCBB98,0xCBB98,0xCBB98,0xCBAFC,0xCBB80,0xCBB98,0xCBB98,0xCBAFC,0xCBB98,0xCBB98,0xCBB98,0xCBB68,0xCBB68,0xCBB68,0xCBB68,0xCBB68,0xCBB68,0xCBB68,0xCCB2C,0xCD2DC,0xCBB68,0xCBB68,0xCBB68,0xCBB68,0xCBB68,0xCBB68,0xCBB68,0xCBB68,0xCBB68,0xCCB2C,0xCD24C,0xCCB2C,0xCCB2C,0xCD24C,0xCD578,0xCD578,0xCD578,0xCCE10,0xCCE10,0xCCE10,0xCCE10,0xCCE10,0xCCE10,0xCCB2C,0xCCB18,0xCCB18,0xCCB18,0xCCB18,0xCCB18,0xCCB18,0xCD2DC,0xCD2DC,0xCD2DC,0xD54F8,0xCD4F8,0xD54F8,0xD54F8,0xCD4F8,0xD54F8,0xCD4F8,0xD54F8,0xD54F8,0xD7864,0xCF7C8,0xD77E8,0xD77E8,0xD77E8,0xD77E8,0xD77E8,0xD77E8,0xD77E8,0xD77E8,0xD77E8,0xD77E8,0xCFAF4,0xCFAF4,0xD77E8,0xD77E8,0xD77E8,0xD77E8,0xD77E8,0xCF7C8
"Injected Fuel (%) To Intake Pool | IMRC, RPM @ 2300 | ECT_6D44","Injected Fuel (%) To Intake Pool | IMRC, RPM @ 2300 | ECT_6D44",0xCBADC,0xCBB60,0xCBB78,0xCBB78,0xCBB78,0xCBB48,0xCBB48,0xCBADC,0xCBB60,0xCBB78,0xCBB48,0xCBB48,0xCBB48,0xCBB48,0xCBADC,0xCBB60,0xCBB78,0xCBB48,0xCBB48,0xCBADC,0xCBB78,0xCBB78,0xCBB78,0xCBB78,0xCBADC,0xCBB60,0xCBB78,0xCBB78,0xCBADC,0xCBB78,0xCBB78,0xCBB78,0xCBB48,0xCBB48,0xCBB48,0xCBB48,0xCBB48,0xCBB48,0xCBB48,0xCCB0C,0xCD2BC,0xCBB48,0xCBB48,0xCBB48,0xCBB48,0xCBB48,0xCBB48,0xCBB48,0xCBB48,0xCBB48,0xCCB0C,0xCD22C,0xCCB0C,0xCCB0C,0xCD22C,0xCD558,0xCD558,0xCD558,0xCCDF0,0xCCDF0,0xCCDF0,0xCCDF0,0xCCDF0,0xCCDF0,0xCCB0C,0xCCAF8,0xCCAF8,0xCCAF8,0xCCAF8,0xCCAF8,0xCCAF8,0xCD2BC,0xCD2BC,0xCD2BC,0xD54D8,0xCD4D8,0xD54D8,0xD54D8,0xCD4D8,0xD54D8,0xCD4D8,0xD54D8,0xD54D8,0xD7844,0xCF7A8,0xD77C8,0xD77C8,0xD77C8,0xD77C8,0xD77C8,0xD77C8,0xD77C8,0xD77C8,0xD77C8,0xD77C8,0xCFAD4,0xCFAD4,0xD77C8,0xD77C8,0xD77C8,0xD77C8,0xD77C8,0xCF7A8
